Entity,Code,Year,MaleFemaleRatio
Sri Lanka,LKA,1960,2.527659019
Sweden,SWE,1960,3.027759515
Switzerland,CHE,1960,2.749412123
Trinidad and Tobago,TTO,1960,3.442459101
United Kingdom,GBR,1960,1.800946679
United States,USA,1960,3.439486811
Uruguay,URY,1960,2.744960441
Venezuela,VEN,1960,3.162728925
West Germany,OWID_GFR,1960,2.23185673
Australia,AUS,1959,2.917857055
Austria,AUT,1959,2.554199206
Belgium,BEL,1959,2.734352425
Canada,CAN,1959,3.720728481
Chile,CHL,1959,4.963732062
Colombia,COL,1959,2.747781522
Czechoslovakia,OWID_CZS,1959,2.730834265
Denmark,DNK,1959,2.274340633
Finland,FIN,1959,3.901616823
France,FRA,1959,3.174438016
Hungary,HUN,1959,2.737808214
Ireland,IRL,1959,3.422544921
Italy,ITA,1959,2.552818516
Japan,JPN,1959,1.49259569
Mexico,MEX,1959,3.56870976
Netherlands,NLD,1959,1.72772598
New Zealand,NZL,1959,3.465901056
Norway,NOR,1959,3.133932901
Poland,POL,1959,4.626286835
Portugal,PRT,1959,4.891432413
Spain,ESP,1959,3.233785379
Sri Lanka,LKA,1959,2.2496264
Sweden,SWE,1959,2.956311592
Switzerland,CHE,1959,3.440560733
United Kingdom,GBR,1959,1.797219997
United States,USA,1959,3.655590977
Uruguay,URY,1959,3.328406383
Venezuela,VEN,1959,2.401927218
West Germany,OWID_GFR,1959,2.243165732
Australia,AUS,1958,3.102981275
Austria,AUT,1958,2.453268706
Belgium,BEL,1958,2.866732501
Canada,CAN,1958,4.011051746
Chile,CHL,1958,4.673624232
Colombia,COL,1958,2.977964593
Czechoslovakia,OWID_CZS,1958,2.68286741
Denmark,DNK,1958,2.246194122
Finland,FIN,1958,3.77422257
France,FRA,1958,3.246769921
Hungary,HUN,1958,2.454242484
Ireland,IRL,1958,3.447584724
Italy,ITA,1958,2.544150761
Japan,JPN,1958,1.547725904
Mexico,MEX,1958,3.433357418
Netherlands,NLD,1958,1.796629401
New Zealand,NZL,1958,3.065286824
Norway,NOR,1958,4.541577398
Portugal,PRT,1958,3.691480751
Spain,ESP,1958,3.028687746
Sri Lanka,LKA,1958,2.977901449
Sweden,SWE,1958,3.033016526
Switzerland,CHE,1958,2.978305368
Trinidad and Tobago,TTO,1958,3.901142335
United Kingdom,GBR,1958,1.839999118
United States,USA,1958,3.649908159
Uruguay,URY,1958,3.239295628
Venezuela,VEN,1958,3.656287959
West Germany,OWID_GFR,1958,2.331025242
Australia,AUS,1957,2.641631207
Austria,AUT,1957,2.506975414
Belgium,BEL,1957,2.629816417
Canada,CAN,1957,3.602391671
Chile,CHL,1957,5.759339856
Colombia,COL,1957,5.923355572
Czechoslovakia,OWID_CZS,1957,2.768800608
Denmark,DNK,1957,2.116092669
Finland,FIN,1957,3.863287443
France,FRA,1957,3.243691379
Hungary,HUN,1957,2.611648035
Ireland,IRL,1957,3.666921583
Italy,ITA,1957,2.614843152
Japan,JPN,1957,1.615644939
Mexico,MEX,1957,3.09259487
Netherlands,NLD,1957,1.47989037
New Zealand,NZL,1957,2.55057028
Norway,NOR,1957,4.198125783
Portugal,PRT,1957,4.069976582
Spain,ESP,1957,2.960235427
Sri Lanka,LKA,1957,2.728018342
Sweden,SWE,1957,3.540675683
Switzerland,CHE,1957,3.271196369
Trinidad and Tobago,TTO,1957,14.59078027
United Kingdom,GBR,1957,1.806947481
United States,USA,1957,3.72282962
Uruguay,URY,1957,2.403169556
Venezuela,VEN,1957,3.741283405
West Germany,OWID_GFR,1957,2.217153212
Australia,AUS,1956,2.798563349
Austria,AUT,1956,2.396289827
Belgium,BEL,1956,2.557333264
Canada,CAN,1956,3.390424554
Chile,CHL,1956,4.73340024
Colombia,COL,1956,6.653157625
Czechoslovakia,OWID_CZS,1956,2.678242075
Denmark,DNK,1956,2.124133808
Finland,FIN,1956,4.447240686
France,FRA,1956,3.376337416
Hungary,HUN,1956,2.581004746
Ireland,IRL,1956,5.392166314
Italy,ITA,1956,2.755666715
Japan,JPN,1956,1.617269761
Mexico,MEX,1956,3.02392847
Netherlands,NLD,1956,1.558594937
New Zealand,NZL,1956,2.041590482
Norway,NOR,1956,4.481441392
Portugal,PRT,1956,4.938218312
Spain,ESP,1956,3.051626532
Sri Lanka,LKA,1956,2.625123955
Sweden,SWE,1956,3.43839294
Switzerland,CHE,1956,2.949515755
Trinidad and Tobago,TTO,1956,6.442483704
United Kingdom,GBR,1956,1.876268996
United States,USA,1956,3.647090499
Uruguay,URY,1956,2.231280967
Venezuela,VEN,1956,3.633812674
West Germany,OWID_GFR,1956,2.278906719
Australia,AUS,1955,2.912951685
Austria,AUT,1955,2.301162602
Belgium,BEL,1955,2.995276586
Canada,CAN,1955,3.192913652
Chile,CHL,1955,5.949265854
Colombia,COL,1955,7.235706628
Czechoslovakia,OWID_CZS,1955,2.767313598
Denmark,DNK,1955,2.264345647
Finland,FIN,1955,4.227684242
France,FRA,1955,3.62577686
Hungary,HUN,1955,2.347915774
Ireland,IRL,1955,3.590967033
Italy,ITA,1955,2.748370974
Japan,JPN,1955,1.713670166
Mexico,MEX,1955,3.470867588
Netherlands,NLD,1955,1.761619675
New Zealand,NZL,1955,2.746938213
Norway,NOR,1955,3.84792721
Portugal,PRT,1955,4.764635897
Spain,ESP,1955,3.488064291
Sri Lanka,LKA,1955,2.257372027
Sweden,SWE,1955,3.224560513
Switzerland,CHE,1955,2.763877712
Trinidad and Tobago,TTO,1955,4.673040222
United Kingdom,GBR,1955,1.909903561
United States,USA,1955,3.597398545
Uruguay,URY,1955,2.306860859
Venezuela,VEN,1955,4.242107691
West Germany,OWID_GFR,1955,2.173852791
Australia,AUS,1954,3.018043769
Belgium,BEL,1954,3.001702755
Canada,CAN,1954,3.143698012
Colombia,COL,1954,4.629673946
Czechoslovakia,OWID_CZS,1954,2.913708155
Denmark,DNK,1954,2.14516624
Finland,FIN,1954,4.451868064
France,FRA,1954,3.821174502
Ireland,IRL,1954,4.59099289
Italy,ITA,1954,2.54490792
Japan,JPN,1954,1.707157658
Netherlands,NLD,1954,2.097053282
New Zealand,NZL,1954,3.254685143
Norway,NOR,1954,4.947586559
Spain,ESP,1954,3.578453566
Sri Lanka,LKA,1954,1.997287187
Sweden,SWE,1954,3.117128934
Switzerland,CHE,1954,3.081056704
Trinidad and Tobago,TTO,1954,2.491212366
United Kingdom,GBR,1954,2.056846207
United States,USA,1954,4.033025616
West Germany,OWID_GFR,1954,2.237045083
Australia,AUS,1953,2.696409496
Canada,CAN,1953,3.443998793
Colombia,COL,1953,4.843954622
Czechoslovakia,OWID_CZS,1953,2.617768149
Denmark,DNK,1953,2.092182001
Finland,FIN,1953,4.28264409
France,FRA,1953,3.775378114
Ireland,IRL,1953,3.928374594
Italy,ITA,1953,2.457512561
Japan,JPN,1953,1.569268202
Netherlands,NLD,1953,1.974752055
New Zealand,NZL,1953,2.58072817
Norway,NOR,1953,2.745877408
Spain,ESP,1953,3.412626255
Sri Lanka,LKA,1953,2.330025799
Sweden,SWE,1953,3.093051297
Switzerland,CHE,1953,3.657920844
Trinidad and Tobago,TTO,1953,4.053304553
United Kingdom,GBR,1953,2.104559239
United States,USA,1953,3.866415679
West Germany,OWID_GFR,1953,2.364027248
Australia,AUS,1952,3.095153602
Canada,CAN,1952,3.256766782
Denmark,DNK,1952,2.237533763
Finland,FIN,1952,5.194290964
France,FRA,1952,3.796827599
Ireland,IRL,1952,3.841675586
Italy,ITA,1952,2.760991659
Japan,JPN,1952,1.525598571
Netherlands,NLD,1952,1.966645444
New Zealand,NZL,1952,3.038104649
Norway,NOR,1952,2.992164485
Spain,ESP,1952,2.90077304
Sri Lanka,LKA,1952,1.834350454
Sweden,SWE,1952,3.744289313
Switzerland,CHE,1952,3.03140903
Trinidad and Tobago,TTO,1952,2.044589321
United Kingdom,GBR,1952,2.199388764
United States,USA,1952,3.704064343
West Germany,OWID_GFR,1952,2.313132549
Australia,AUS,1951,3.130567263
Canada,CAN,1951,3.075045713
Denmark,DNK,1951,2.193939572
Ireland,IRL,1951,3.488653872
Italy,ITA,1951,3.105363279
Japan,JPN,1951,1.579055647
Netherlands,NLD,1951,2.006613829
New Zealand,NZL,1951,3.192203749
Norway,NOR,1951,3.817543953
Spain,ESP,1951,3.328319818
Sri Lanka,LKA,1951,2.059632503
Sweden,SWE,1951,3.379705672
Switzerland,CHE,1951,2.872871156
Trinidad and Tobago,TTO,1951,2.121933578
United Kingdom,GBR,1951,2.065972035
United States,USA,1951,3.568812603
Australia,AUS,1950,3.04702317
Canada,CAN,1950,3.379999076
France,FRA,1950,3.767549369
Ireland,IRL,1950,4.997783296
Japan,JPN,1950,1.691761937
Netherlands,NLD,1950,2.147010652
New Zealand,NZL,1950,3.099351621
Sri Lanka,LKA,1950,2.241921793
United Kingdom,GBR,1950,2.130029399
United States,USA,1950,3.584370512
